county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Nueces,3,results,https://www.nuecesco.com/county-services/county-clerk/elections-department/election-history,false,HTML results hub; the Clarity TX/Nueces portal is stale (ends 2020),ok,200,,confident,"[plain] county name 'Nueces' in page; seat 'Corpus Christi' in page | results keywords: results | title=""Election History | Nueces County, TX""",
Ochiltree,3,homepage,https://www.co.ochiltree.tx.us/,false,"discovered homepage — 'Ochiltree' in page; seat 'Perryton' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Ochiltree' in page; seat 'Perryton' in page | homepage keywords: county | title=""Ochiltree County, Texas""",
Ochiltree,3,elections,https://www.co.ochiltree.tx.us/page/ochiltree.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Ochiltree' in page; seat 'Perryton' in page | elections keywords: election, voter, voting, ballot | title=""Ochiltree County, Texas""",
Ochiltree,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Ochiltree,3,early_voting,,false,GAP: candidate is non-HTML (text/plain) — out of scope,gap,,,gap,GAP: candidate is non-HTML (text/plain) — out of scope,
Ochiltree,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Oldham,3,homepage,https://www.co.oldham.tx.us/,false,"discovered homepage — 'Oldham' in page; seat 'Vega' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Oldham' in page; seat 'Vega' in page | homepage keywords: county | title=""Homepage | Oldham County, Texas""",
Oldham,3,elections,https://www.co.oldham.tx.us/page/Elections.Home,false,"found via link ""Elections & Voting"" score=25",ok,200,,confident,"[plain] county name 'Oldham' in page; seat 'Vega' in page | elections keywords: election, voter, voting, ballot | title=""Oldham County, Texas""",
Oldham,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Oldham,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Oldham,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Orange,3,homepage,https://www.co.orange.tx.us/,false,discovered homepage — 'Orange' in page; seat 'Orange' in page; Texas/TX present; official TLD (tx.us),ok,200,,confident,"[headless] county name 'Orange' in page; seat 'Orange' in page | homepage keywords: county | title=""Welcome to the Official Website of Orange County, Texas - home""",
Orange,3,elections,https://www.co.orange.tx.us/directory/ElectionsAdministration,false,"found via link ""Elections Administration"" score=20 [via directory page]",ok,200,,confident,"[plain] county name 'Orange' in page; seat 'Orange' in page | elections keywords: election, voter, voting, ballot | title=""Welcome to the Official Website of Orange County, Texas - Elections Ad""",
Orange,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Orange,3,early_voting,https://www.co.orange.tx.us/EarlyVotingTotals,false,"found via ""Early Voting Totals"" score=11",ok,200,,confident,"[plain] county name 'Orange' in page; seat 'Orange' in page | early_voting keywords: early voting | title=""Welcome to the Official Website of Orange County, Texas - Early Voting""",
Orange,3,results,https://www.co.orange.tx.us/ElectionResults,false,"found via ""Election Results"" score=21",ok,200,,confident,"[plain] county name 'Orange' in page; seat 'Orange' in page | results keywords: election result, results, unofficial | title=""Welcome to the Official Website of Orange County, Texas - Election Res""",
Palo Pinto,3,homepage,https://www.co.palo-pinto.tx.us/,false,"discovered homepage — 'Palo Pinto' in page; seat 'Palo Pinto' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Palo Pinto' in page; seat 'Palo Pinto' in page | homepage keywords: county | title=""Home | Palo Pinto County, Texas""",
Palo Pinto,3,elections,https://www.co.palo-pinto.tx.us/page/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Palo Pinto' in page; seat 'Palo Pinto' in page | elections keywords: election, voter, voting, ballot | title=""Elections Administration | Palo Pinto County, Texas""",
Palo Pinto,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Palo Pinto,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Palo Pinto,3,results,https://www.co.palo-pinto.tx.us/page/ELECTIONRESULTS,false,"found via ""Election Results"" score=21",ok,200,,confident,"[plain] county name 'Palo Pinto' in page; seat 'Palo Pinto' in page | results keywords: election result, results, canvass, unofficial | title=""Palo Pinto County, Texas""",
Panola,3,homepage,https://www.co.panola.tx.us/,false,discovered homepage — 'Panola' in page; seat 'Carthage' in page; Texas/TX present; official TLD (tx.us); gov signals: courthouse,ok,200,,confident,"[plain] county name 'Panola' in page; seat 'Carthage' in page | homepage keywords: county | title=""Panola County, TX | Official Website""",
Panola,3,elections,https://www.co.panola.tx.us/1201/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Panola' in page; seat 'Carthage' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Panola County, TX""",
Panola,3,polling,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Panola,3,early_voting,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Panola,3,results,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Parker,3,homepage,https://www.parkercountytx.gov/,false,"discovered homepage — 'Parker' in page; seat 'Weatherford' in page; Texas/TX present; official TLD (parkercountytx.gov); gov signals: commissioners court, courthouse",ok,200,,confident,"[plain] county name 'Parker' in page; seat 'Weatherford' in page | homepage keywords: county | title=""Parker County, TX - Official Website | Official Website""",
Parker,3,elections,https://www.parkercountytx.gov/Directory.aspx?did=43,false,"found via link ""Elections"" score=20 [via directory page]",ok,200,,confident,"[plain] county name 'Parker' in page; seat 'Weatherford' in page | elections keywords: election, voter, ballot | title=""Staff Directory • Elections""",
Parker,3,polling,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Parker,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Parker,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Parmer,3,homepage,https://parmercounty.texas.gov/,false,"discovered homepage — 'Parmer' in page; seat 'Farwell' in page; Texas/TX present; official TLD (texas.gov); gov signals: county judge, county clerk, district clerk",ok,200,,confident,"[plain] county name 'Parmer' in page; seat 'Farwell' in page | homepage keywords: county | title=""Welcome to Parmer County - Parmer County""",
Parmer,3,elections,https://parmercounty.texas.gov/?page_id=334,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Parmer' in page; seat 'Farwell' in page | elections keywords: election, voter, voting, ballot | title=""Elections - Parmer County""",
Parmer,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Parmer,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Parmer,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Pecos,3,homepage,https://www.co.pecos.tx.us/,false,"discovered homepage — 'Pecos' in page; seat 'Fort Stockton' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county clerk, courthouse",ok,200,https://www.co.pecos.tx.us/?doing_wp_cron=1785435303.4966518878936767578125,confident,"[plain] county name 'Pecos' in page; seat 'Fort Stockton' in page | homepage keywords: county | title=""Pecos County – co.pecos.tx.us""",
Pecos,3,elections,https://www.co.pecos.tx.us/election-information/,false,"found via link ""Election Information"" score=9",ok,200,,confident,"[plain] county name 'Pecos' in page; seat 'Fort Stockton' in page | elections keywords: election, voter, ballot | title=""Election Information – Pecos County""",
Pecos,3,polling,https://www.co.pecos.tx.us/pecos-county-precinct-map/,false,"found via ""Pecos County Precinct Map"" score=5 (weak match — review)",ok,200,,likely,"[plain] county name 'Pecos' in page; seat 'Fort Stockton' in page | weak polling keywords: precinct | title=""Pecos County Precinct Map – Pecos County""",
Pecos,3,early_voting,https://www.co.pecos.tx.us/general-voter-election-information/,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,uncertain,"[plain] only partial match — county name 'Pecos' in page; seat 'Fort Stockton' in page | title=""General Voter & Election Information – Pecos County""",yes
Pecos,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Polk,3,homepage,https://www.polktx.gov/,false,discovered homepage — corrected: polkcountytx.com is a private listing directory; this is the county government .gov (Livingston TX),ok,200,,confident,"[plain] county name 'Polk' in page; seat 'Livingston' in page | homepage keywords: county | title=""Polk County, TX | Official Website""",
Polk,3,elections,https://www.polktx.gov/313/Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Polk' in page; seat 'Livingston' in page | elections keywords: election, voter, voting, ballot | title=""Elections | Polk County, TX""",
Polk,3,polling,,false,GAP: candidate is non-HTML (application/pdf) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/pdf) — out of scope,
Polk,3,early_voting,,false,GAP: candidate unreachable (https://www.polktx.gov/DocumentCenter/View/941),gap,,,gap,GAP: candidate unreachable (https://www.polktx.gov/DocumentCenter/View/941),
Polk,3,results,https://www.polktx.gov/389/Election-Results,false,"found via ""Election Results"" score=21",ok,200,,confident,"[plain] county name 'Polk' in page; seat 'Livingston' in page | results keywords: election result, results, unofficial | title=""Election Results | Polk County, TX""",
Potter,3,homepage,https://www.co.potter.tx.us/,false,"discovered homepage — 'Potter' in page; seat 'Amarillo' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, commissioner's court, county judge",ok,200,,confident,"[plain] county name 'Potter' in page; seat 'Amarillo' in page | homepage keywords: county | title=""Potter County Home | Potter County, Texas""",
Potter,3,elections,https://www.pottercountytexasvotes.gov/,true,"dedicated elections portal, reached via www.pottercountytexasvotes.gov | un-laundered from a Google Translate proxy host",ok,200,,confident,"[plain] county name 'Potter' in page; seat 'Amarillo' in page | elections keywords: election, voter, voting, ballot | title=""Home | Potter County Elections Voting | Amarillo, Texas""",
Potter,3,polling,https://www.pottercountytexasvotes.gov/copy-of-where-to-vote,true,no standing polling page; using per-election hub page (shared with other types) — review | un-laundered from a Google Translate proxy host,ok,200,,confident,"[plain] county name 'Potter' in page; seat 'Amarillo' in page | polling keywords: election day, where to vote | title=""Current Election | Potter County Elections Administration | Amarillo""",
Potter,3,early_voting,https://www.pottercountytexasvotes.gov/early-voting-locations,true,"found via ""Early Voting Locations"" score=22 | un-laundered from a Google Translate proxy host",ok,200,,confident,"[plain] county name 'Potter' in page; seat 'Amarillo' in page | early_voting keywords: early voting | title=""Early Voting Locations | Potter County Elections Administration | Amar""",
Potter,3,results,https://www.pottercountytexasvotes.gov/archived-election-results,true,"found via ""Archived Election Results"" score=21 | un-laundered from a Google Translate proxy host",ok,200,,confident,"[plain] county name 'Potter' in page; seat 'Amarillo' in page | results keywords: election result, results, canvass, election night | title=""Historical Results | Potter County Elections Administration | Amarillo""",
Rains,3,homepage,https://www.co.rains.tx.us/,false,"discovered homepage — 'Rains' in page; seat 'Emory' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Rains' in page; seat 'Emory' in page | homepage keywords: county | title=""Rains County, Texas""",
Rains,3,elections,https://www.co.rains.tx.us/page/rains.Elections,false,"found via link ""Elections Department"" score=20",ok,200,,confident,"[plain] county name 'Rains' in page; seat 'Emory' in page | elections keywords: election, voter, voting, ballot | title=""Rains County, Texas""",
Rains,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Rains,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Rains,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Randall,3,homepage,https://www.randallcounty.gov/,false,"discovered homepage — 'Randall' in page; seat 'Canyon' in page; Texas/TX present; official TLD (randallcounty.gov); gov signals: commissioners court, county judge",ok,200,,confident,"[plain] county name 'Randall' in page; seat 'Canyon' in page | homepage keywords: county | title=""Randall County, TX | Official Website""",
Randall,3,elections,https://www.randallcounty.gov/171/Voter-Registration,false,"found via link ""Voter Registration"" score=13",ok,200,,confident,"[plain] county name 'Randall' in page; seat 'Canyon' in page | elections keywords: election, voter | title=""Voter Registration | Randall County, TX""",
Randall,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Randall,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Randall,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Reagan,3,homepage,https://www.co.reagan.tx.us/,false,"discovered homepage — 'Reagan' in page; seat 'Big Lake' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, district clerk",ok,200,,confident,"[plain] county name 'Reagan' in page; seat 'Big Lake' in page | homepage keywords: county | title=""Reagan County, Texas""",
Reagan,3,elections,https://www.co.reagan.tx.us/page/reagan.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Reagan' in page; seat 'Big Lake' in page | elections keywords: election, voter, voting, ballot | title=""Election Notices - Reagan County""",
Reagan,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Reagan,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Reagan,3,results,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
Real,3,homepage,https://www.co.real.tx.us/,false,"discovered homepage — 'Real' in page; seat 'Leakey' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Real' in page; seat 'Leakey' in page | homepage keywords: county | title=""Real County, Texas""",
Real,3,elections,https://www.co.real.tx.us/page/real.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Real' in page; seat 'Leakey' in page | elections keywords: election, voter, voting, ballot | title=""Real County, Texas""",
Real,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Real,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Real,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Red River,3,homepage,https://www.co.red-river.tx.us/,false,"discovered homepage — 'Red River' in page; seat 'Clarksville' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Red River' in page; seat 'Clarksville' in page | homepage keywords: county | title=""Red River County, Texas""",
Red River,3,elections,https://www.co.red-river.tx.us/page/redriver.ElectionsCountyClerk,false,"found via link ""Elections - County Clerk"" score=12",ok,200,,confident,"[plain] county name 'Red River' in page; seat 'Clarksville' in page | elections keywords: election, voter, voting, ballot | title=""Elections - County Clerk""",
Red River,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Red River,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Red River,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Reeves,3,homepage,https://www.reevescounty.org/,false,"discovered homepage — web-search verified: 'Reeves County' TX; commissioners court, clerks, sheriff, elections; Pecos TX seat (not Pecos County)",ok,200,,confident,"[plain] county name 'Reeves' in page; seat 'Pecos' in page | homepage keywords: county | title=""Reeves County, TX | Home""",
Reeves,3,elections,https://www.reevescounty.org/departments/elections,false,"Elections Dept landing (Pecos is Reeves' SEAT, not Pecos County); 403s to crawlers",ok,200,,confident,"[plain] county name 'Reeves' in page; seat 'Pecos' in page | elections keywords: election, voter, ballot | title=""ELECTIONS DEPARTMENT | Reeves County, TX""",
Reeves,3,polling,https://www.reevescounty.org/departments/elections/polling-locations,false,Confirmed in sidebar + sitemap; also carries EV date range,ok,200,,confident,"[plain] county name 'Reeves' in page; seat 'Pecos' in page | polling keywords: polling, election day | title=""Polling Locations | Reeves County, TX""",
Reeves,3,early_voting,,false,GAP: no distinct EV page; dates/locations live on polling-locations,gap,,,gap,GAP: no distinct EV page; dates/locations live on polling-locations,
Reeves,3,results,https://www.reevescounty.org/departments/elections/election-results-archive,false,Results hub (/election-results 404s); links enhancedvoting portal,ok,200,,confident,"[plain] county name 'Reeves' in page; seat 'Pecos' in page | results keywords: election result, results, returns, canvass | title=""Election Results Archive | Reeves County, TX""",
Refugio,3,homepage,https://www.co.refugio.tx.us/,false,"discovered homepage — 'Refugio' in page; seat 'Refugio' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Refugio' in page; seat 'Refugio' in page | homepage keywords: county | title=""Home Page - Refugio County""",
Refugio,3,elections,https://www.co.refugio.tx.us/page/refugio.Elections,false,"found via link ""Elections"" score=20",ok,200,,uncertain,"[plain] POSSIBLE ERROR PAGE (under construction); county name 'Refugio' in page; seat 'Refugio' in page | elections keywords: election, voter, voting, ballot | title=""Refugio County, Texas""",yes
Refugio,3,polling,https://www.co.refugio.tx.us/page/refugio.Elections.CurrentElections,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,uncertain,"[plain] only partial match — county name 'Refugio' in page; seat 'Refugio' in page | title=""Refugio County, Texas""",yes
Refugio,3,early_voting,https://www.co.refugio.tx.us/page/refugio.Elections.CurrentElections,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,uncertain,"[plain] only partial match — county name 'Refugio' in page; seat 'Refugio' in page | title=""Refugio County, Texas""",yes
Refugio,3,results,https://www.co.refugio.tx.us/page/refugio.Elections.ElectionResults,false,"found via ""Election Results"" score=21",ok,200,,confident,"[plain] county name 'Refugio' in page; seat 'Refugio' in page | results keywords: election result, results, canvass, election night | title=""Refugio County, Texas""",
Robertson,3,homepage,https://www.co.robertson.tx.us/,false,"discovered homepage — 'Robertson' in page; seat 'Franklin' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Robertson' in page; seat 'Franklin' in page | homepage keywords: county | title=""Home Page - Robertson County""",
Robertson,3,elections,https://www.co.robertson.tx.us/page/robertson.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Robertson' in page; seat 'Franklin' in page | elections keywords: election, voter, voting, ballot | title=""Robertson County, Texas""",
Robertson,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Robertson,3,early_voting,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Robertson,3,results,https://results.enr.clarityelections.com/TX/Robertson/,true,"found via ""COUNTY-WIDE RESULTS"" score=8 [normalized to stable Clarity index]",ok,200,,likely,"[headless] thin content (143 chars); 'Robertson' in domain | results keywords: election night, list elections | title=""List Elections""",
Rockwall,3,homepage,https://www.rockwallcountytexas.com/,false,"discovered homepage — web-search verified: commissioners court, county judge, sheriff, elections; 101 E Rusk St, Rockwall TX",ok,200,,confident,"[plain] county name 'Rockwall' in page; seat 'Rockwall' in page | homepage keywords: county | title=""Rockwall County-Official Website | Official Website""",
Rockwall,3,elections,https://www.rockwallvotes.com/,true,"found via link ""Election Information"" score=20",ok,200,,confident,"[plain] county name 'Rockwall' in page; seat 'Rockwall' in page | elections keywords: election, voter, voting, ballot | title=""Rockwall County, TX Elections | Rockwall County, TX Elections""",
Rockwall,3,polling,https://www.rockwallvotes.com/election-information/,true,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,likely,"[plain] county name 'Rockwall' in page; seat 'Rockwall' in page | weak polling keywords: precinct | title=""Election Information - Rockwall County, TX Elections""",
Rockwall,3,early_voting,https://www.rockwallvotes.com/election-information/,true,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,uncertain,"[plain] only partial match — county name 'Rockwall' in page; seat 'Rockwall' in page | title=""Election Information - Rockwall County, TX Elections""",yes
Rockwall,3,results,https://results.enr.clarityelections.com/TX/Rockwall/,true,"found via ""Election Results"" score=21",ok,200,,confident,"[headless] 'Rockwall' in domain | results keywords: election night, list elections | title=""List Elections""",
Runnels,3,homepage,https://www.runnelscounty.org/,false,"discovered homepage — 'Runnels' in page; seat 'Ballinger' in page; Texas/TX present; gov signals: commissioner's court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Runnels' in page; seat 'Ballinger' in page | homepage keywords: county | title=""Home - Runnels County""",
Runnels,3,elections,https://www.runnelscounty.org/page/runnels.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Runnels' in page; seat 'Ballinger' in page | elections keywords: election, voter, voting, ballot | title=""Elections - Runnels County""",
Runnels,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Runnels,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Runnels,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Rusk,3,homepage,https://www.ruskcountytx.gov/,false,"discovered homepage — 'Rusk' in page; seat 'Henderson' in page; Texas/TX present; official TLD (ruskcountytx.gov); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Rusk' in page; seat 'Henderson' in page | homepage keywords: county | title=""Rusk County, Texas""",
Rusk,3,elections,https://www.ruskcountytx.gov/page/rusk.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Rusk' in page; seat 'Henderson' in page | elections keywords: election, voter, voting, ballot | title=""Rusk County, Texas""",
Rusk,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Rusk,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Rusk,3,results,https://results.enr.clarityelections.com/TX/Rusk/,true,"found via ""https://results.enr.clarityelections.com"" score=8",ok,200,,confident,"[headless] county name 'Rusk' in page | results keywords: election night, list elections | title=""List Elections""",
Sabine,3,homepage,https://www.co.sabine.tx.us/,false,"discovered homepage — 'Sabine' in page; seat 'Hemphill' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'Sabine' in page; seat 'Hemphill' in page | homepage keywords: county | title=""Sabine County, Texas""",
Sabine,3,elections,https://www.co.sabine.tx.us/page/sabine.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'Sabine' in page; seat 'Hemphill' in page | elections keywords: election, voter, voting, ballot | title=""Sabine County, Texas""",
Sabine,3,polling,https://www.co.sabine.tx.us/page/sabine.Elections%20Additional%20Information,false,no standing polling page; using per-election hub page (shared with other types) — review,ok,200,,confident,"[plain] county name 'Sabine' in page; seat 'Hemphill' in page | polling keywords: election day | title=""Sabine County, Texas""",
Sabine,3,early_voting,https://www.co.sabine.tx.us/page/sabine.Elections%20Additional%20Information,false,no standing early_voting page; using per-election hub page (shared with other types) — review,ok,200,,likely,"[plain] county name 'Sabine' in page; seat 'Hemphill' in page | weak early_voting keywords: hours | title=""Sabine County, Texas""",
Sabine,3,results,https://www.co.sabine.tx.us/page/sabine.Election%20Results,false,"found via ""Election Results & Required Postings"" score=21",ok,200,,confident,"[plain] county name 'Sabine' in page; seat 'Hemphill' in page | results keywords: election result, results, unofficial | title=""Sabine County, Texas""",
San Augustine,3,homepage,https://www.co.san-augustine.tx.us/,false,"discovered homepage — 'San Augustine' in page; seat 'San Augustine' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioner's court, county judge, county clerk",ok,200,,confident,"[plain] county name 'San Augustine' in page; seat 'San Augustine' in page | homepage keywords: county | title=""San Augustine County, Texas""",
San Augustine,3,elections,https://www.co.san-augustine.tx.us/page/sanaugustine.Elections,false,"found via link ""Elections Administration"" score=20",ok,200,,confident,"[plain] county name 'San Augustine' in page; seat 'San Augustine' in page | elections keywords: election, voter, voting, ballot | title=""San Augustine County, Texas""",
San Augustine,3,polling,,false,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,gap,,,gap,GAP: candidate is non-HTML (application/vnd.openxmlfo) — out of scope,
San Augustine,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Augustine,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Jacinto,3,homepage,https://www.co.san-jacinto.tx.us/,false,"discovered homepage — 'San Jacinto' in page; seat 'Coldspring' in page; Texas/TX present; official TLD (tx.us); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'San Jacinto' in page; seat 'Coldspring' in page | homepage keywords: county | title=""San Jacinto County, Texas""",
San Jacinto,3,elections,https://www.co.san-jacinto.tx.us/page/sanjacinto.Elections,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'San Jacinto' in page; seat 'Coldspring' in page | elections keywords: election, voter, voting, ballot | title=""San Jacinto County, Texas""",
San Jacinto,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Jacinto,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Jacinto,3,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Patricio,3,homepage,https://www.sanpatriciocountytx.gov,false,"discovered homepage — 'San Patricio' in page; seat 'Sinton' in page; Texas/TX present; official TLD (sanpatriciocountytx.gov); gov signals: commissioners court, county judge, county clerk",ok,200,,confident,"[plain] county name 'San Patricio' in page; seat 'Sinton' in page | homepage keywords: county | title=""San Patricio County Homepage | San Patricio County,Tx""",
San Patricio,3,elections,https://www.sanpatriciocountytx.gov/page/elections.home,false,"found via link ""Elections"" score=20",ok,200,,confident,"[plain] county name 'San Patricio' in page; seat 'Sinton' in page | elections keywords: election, voter, voting, ballot | title=""Elections Home | San Patricio County TX""",
San Patricio,3,polling,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
San Patricio,3,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
